CustomerID,total_revenue,Country,rank,row_number
16873,7123.62,United Kingdom,160,160
13324,7121.95,United Kingdom,161,161
13985,7060.13,United Kingdom,162,162
14961,7044.68,United Kingdom,163,163
12766,6989.63,Portugal,164,164
12798,6977.04,Japan,165,165
12989,6924.11,United Kingdom,166,166
16713,6923.13,United Kingdom,167,167
13027,6912.0,United Kingdom,168,168
16187,6911.44,United Kingdom,169,169
17416,6893.42,United Kingdom,170,170
12705,6868.29,Germany,171,171
12476,6816.42,Germany,172,172
12830,6814.64,United Kingdom,173,173
15023,6802.76,United Kingdom,174,174
18055,6784.19,United Kingdom,175,175
15601,6776.56,United Kingdom,176,176
16652,6773.97,United Kingdom,177,177
16532,6748.8,United Kingdom,178,178
13576,6717.34,United Kingdom,179,179
16746,6697.66,United Kingdom,180,180
15249,6688.46,United Kingdom,181,181
16353,6675.71,United Kingdom,182,182
17338,6643.93,United Kingdom,183,183
12626,6620.48,Germany,184,184
16182,6617.65,United Kingdom,185,185
15144,6580.44,United Kingdom,186,186
12472,6572.11,Germany,187,187
16814,6509.1,United Kingdom,188,188
12431,6487.45,Australia,189,189
18223,6484.54,United Kingdom,190,190
15694,6479.4,United Kingdom,191,191
13225,6463.84,United Kingdom,192,192
13102,6424.09,United Kingdom,193,193
13871,6403.25,United Kingdom,194,194
12359,6372.58,Cyprus,195,195
13668,6363.59,United Kingdom,196,196
13709,6328.05,United Kingdom,197,197
15005,6316.57,United Kingdom,198,198
17315,6292.26,United Kingdom,199,199
16126,6287.77,United Kingdom,200,200
14057,6217.96,United Kingdom,201,201
12357,6207.67,Switzerland,202,202
14060,6140.42,United Kingdom,203,203
13418,6127.43,United Kingdom,204,204
17509,6115.14,United Kingdom,205,205
15939,6115.01,United Kingdom,206,206
14735,6065.69,United Kingdom,207,207
12637,6021.9,France,208,208
13097,6010.42,United Kingdom,209,209
13316,5977.73,United Kingdom,210,210
14101,5976.79,United Kingdom,211,211
15382,5955.71,United Kingdom,212,212
14505,5905.64,United Kingdom,213,213
14415,5900.28,United Kingdom,214,214
14944,5900.25,United Kingdom,215,215
13209,5891.61,United Kingdom,216,216
13534,5870.08,United Kingdom,217,217
13050,5836.86,United Kingdom,218,218
12720,5781.73,Germany,219,219
15218,5756.89,United Kingdom,220,220
17686,5739.46,United Kingdom,221,221
13178,5725.47,United Kingdom,222,222
16553,5719.82,United Kingdom,223,223
13468,5704.97,United Kingdom,224,224
14110,5683.15,United Kingdom,225,225
14049,5681.72,United Kingdom,226,226
17049,5659.98,United Kingdom,227,227
17716,5655.99,United Kingdom,228,228
13004,5655.91,United Kingdom,229,229
18118,5653.82,United Kingdom,230,230
14688,5630.87,United Kingdom,231,231
17757,5605.29,United Kingdom,232,232
12481,5596.32,Germany,233,233
12839,5591.42,United Kingdom,234,234
16767,5580.6,United Kingdom,235,235
16161,5575.56,United Kingdom,236,236
12539,5568.35,Spain,237,237
15805,5528.48,United Kingdom,238,238
18225,5509.12,United Kingdom,239,239
16609,5493.46,United Kingdom,240,240
16985,5464.12,United Kingdom,241,241
16265,5447.0,United Kingdom,242,242
18198,5425.56,United Kingdom,243,243
12490,5417.93,France,244,244
17809,5411.91,United Kingdom,245,245
16701,5398.3,United Kingdom,246,246
17719,5396.04,United Kingdom,247,247
17850,5391.21,United Kingdom,248,248
16303,5360.63,United Kingdom,249,249
13269,5346.23,United Kingdom,250,250
15150,5314.47,United Kingdom,251,251
17730,5298.48,United Kingdom,252,252
17061,5232.23,United Kingdom,253,253
18226,5228.05,United Kingdom,254,254
12362,5226.23,Belgium,255,255
15046,5213.77,United Kingdom,256,256
16258,5203.51,United Kingdom,257,257
13756,5189.52,United Kingdom,258,258
16191,5180.52,United Kingdom,259,259
15727,5178.96,United Kingdom,260,260
17858,5155.66,United Kingdom,261,261
13599,5153.67,United Kingdom,262,262
15903,5126.76,United Kingdom,263,263
13941,5112.96,United Kingdom,264,264
17602,5102.97,United Kingdom,265,265
16700,5076.55,United Kingdom,266,266
14562,5074.77,United Kingdom,267,267
15301,5070.35,United Kingdom,268,268
13139,5064.94,United Kingdom,269,269
12432,5059.32,Norway,270,270
15719,5045.61,United Kingdom,271,271
17426,5037.26,United Kingdom,272,272
14329,5014.84,United Kingdom,273,273
14755,5010.28,United Kingdom,274,274
12444,5005.46,Norway,275,275
15032,4959.1,United Kingdom,276,276
15547,4954.84,United Kingdom,277,277
12437,4951.41,France,278,278
12700,4939.99,France,279,279
15786,4932.2,United Kingdom,280,280
14709,4921.04,United Kingdom,281,281
17133,4892.24,United Kingdom,282,282
12664,4881.88,Finland,283,283
12688,4873.81,Israel,284,284
14292,4871.93,United Kingdom,285,285
17652,4867.72,United Kingdom,286,286
15738,4812.42,United Kingdom,287,287
13013,4810.94,United Kingdom,288,288
15555,4805.17,United Kingdom,289,289
17365,4801.56,United Kingdom,290,290
15298,4799.9,United Kingdom,291,291
15187,4777.18,United Kingdom,292,292
17690,4757.95,United Kingdom,293,293
12955,4757.16,United Kingdom,294,294
14180,4748.52,United Kingdom,295,295
15152,4745.69,United Kingdom,296,296
16722,4730.81,United Kingdom,297,297
12714,4708.86,France,298,298
14159,4693.01,United Kingdom,299,299
14135,4690.31,United Kingdom,300,300
14191,4684.76,United Kingdom,301,301
15291,4668.3,United Kingdom,302,302
14189,4654.08,United Kingdom,303,303
14390,4652.82,United Kingdom,304,304
14286,4628.75,United Kingdom,305,305
16931,4604.22,United Kingdom,306,306
13802,4599.42,United Kingdom,307,307
15093,4597.02,United Kingdom,308,308
14004,4582.64,United Kingdom,309,309
17613,4559.15,United Kingdom,310,310
17068,4552.14,United Kingdom,311,311
12484,4541.72,Spain,312,312
13267,4521.49,United Kingdom,313,313
15299,4507.01,United Kingdom,314,314
17975,4488.81,United Kingdom,315,315
12524,4485.72,Germany,316,316
14426,4481.67,United Kingdom,317,317
16984,4481.35,United Kingdom,318,318
17364,4481.18,United Kingdom,319,319
12627,4478.53,Germany,320,320
14085,4448.54,United Kingdom,321,321
14534,4447.05,United Kingdom,322,322
13069,4436.12,United Kingdom,323,323
15955,4416.26,United Kingdom,324,324
16626,4413.1,United Kingdom,325,325
15874,4405.88,United Kingdom,326,326
12712,4396.13,Germany,327,327
13505,4393.63,Switzerland,328,328
12752,4366.78,Norway,329,329
16945,4345.5,United Kingdom,330,330
14016,4341.21,EIRE,331,331
14800,4339.74,United Kingdom,332,332
14525,4332.2,United Kingdom,333,333
17567,4331.48,United Kingdom,334,334
18251,4314.72,United Kingdom,335,335
12347,4310.0,Iceland,336,336
15034,4308.61,United Kingdom,337,337
17937,4301.22,United Kingdom,338,338
14422,4263.64,United Kingdom,339,339
12500,4257.82,Germany,340,340
17419,4226.57,United Kingdom,341,341
14277,4216.2,France,342,342
15804,4206.39,United Kingdom,343,343
17920,4204.1,United Kingdom,344,344
15971,4199.85,United Kingdom,345,345
12747,4196.01,United Kingdom,346,346
14146,4191.0,United Kingdom,347,347
18041,4183.39,United Kingdom,348,348
12949,4167.22,United Kingdom,349,349
15570,4165.52,United Kingdom,350,350
16549,4154.64,United Kingdom,351,351
13384,4151.93,United Kingdom,352,352
13555,4149.28,United Kingdom,353,353
13988,4147.96,United Kingdom,354,354
15514,4139.46,United Kingdom,355,355
12569,4124.69,Germany,356,356
16592,4113.68,United Kingdom,357,357
17940,4106.44,United Kingdom,358,358
17377,4100.92,United Kingdom,359,359
16401,4098.32,United Kingdom,360,360
16670,4095.9,United Kingdom,361,361
12749,4090.88,United Kingdom,362,362
14092,4076.91,United Kingdom,363,363
12449,4067.29,Belgium,364,364
18087,4055.72,United Kingdom,365,365
14401,4051.48,United Kingdom,366,366
12656,4051.17,France,367,367
12867,4036.82,United Kingdom,368,368
13815,4027.36,Germany,369,369
12841,4022.35,United Kingdom,370,370
12957,4017.54,United Kingdom,371,371
12378,4008.62,Switzerland,372,372
14547,4007.54,United Kingdom,373,373
16186,4006.94,United Kingdom,374,374
17769,3997.98,United Kingdom,375,375
15529,3995.23,United Kingdom,376,376
17001,3989.57,United Kingdom,377,377
15416,3984.32,United Kingdom,378,378
17611,3984.22,United Kingdom,379,379
12779,3981.36,Poland,380,380
12727,3980.7,France,381,381
14299,3965.62,United Kingdom,382,382
13523,3964.88,United Kingdom,383,383
13183,3957.78,United Kingdom,384,384
17651,3945.0,United Kingdom,385,385
12473,3938.55,Germany,386,386
17593,3927.34,United Kingdom,387,387
14739,3902.28,United Kingdom,388,388
13999,3901.81,United Kingdom,389,389
14291,3883.25,United Kingdom,390,390
18073,3877.52,United Kingdom,391,391
13124,3866.33,United Kingdom,392,392
15195,3861.0,United Kingdom,393,393
16717,3858.38,United Kingdom,394,394
12662,3849.78,Germany,395,395
16327,3844.22,United Kingdom,396,396
13266,3834.26,United Kingdom,397,397
17091,3827.76,United Kingdom,398,398
15867,3812.64,United Kingdom,399,399
12755,3811.95,Japan,400,400
12597,3811.22,Spain,401,401
13435,3809.89,United Kingdom,402,402
12668,3807.15,Germany,403,403
16145,3799.49,United Kingdom,404,404
16655,3794.52,United Kingdom,405,405
16168,3787.6,United Kingdom,406,406
16019,3786.24,United Kingdom,407,407
12562,3781.74,France,408,408
17173,3766.6,United Kingdom,409,409
16904,3754.27,United Kingdom,410,410
12429,3750.4,Denmark,411,411
17238,3744.65,United Kingdom,412,412
14145,3742.2,United Kingdom,413,413
13552,3740.07,United Kingdom,414,414
16570,3738.4,United Kingdom,415,415
15808,3734.97,United Kingdom,416,416
14282,3729.34,United Kingdom,417,417
12502,3723.87,Spain,418,418
12647,3722.82,Germany,419,419
13680,3722.42,United Kingdom,420,420
16240,3718.8,United Kingdom,421,421
14364,3717.35,United Kingdom,422,422
15845,3711.77,United Kingdom,423,423
15622,3709.56,United Kingdom,424,424
13148,3707.12,United Kingdom,425,425
17819,3704.87,United Kingdom,426,426
15379,3703.29,United Kingdom,427,427
12553,3692.28,France,428,428
16253,3683.86,United Kingdom,429,429
15581,3679.97,United Kingdom,430,430
15296,3672.86,United Kingdom,431,431
18079,3651.97,United Kingdom,432,432
13137,3650.41,United Kingdom,433,433
12417,3649.1,Belgium,434,434
16712,3645.43,United Kingdom,435,435
13426,3641.32,United Kingdom,436,436
12619,3641.24,Germany,437,437
16440,3640.67,United Kingdom,438,438
13381,3639.31,United Kingdom,439,439
17230,3638.41,United Kingdom,440,440
14543,3630.33,United Kingdom,441,441
17528,3628.5,United Kingdom,442,442
13327,3627.77,United Kingdom,443,443
13520,3624.35,Switzerland,444,444
17576,3622.68,United Kingdom,445,445
14040,3614.92,United Kingdom,446,446
13082,3613.63,United Kingdom,447,447
15505,3610.96,United Kingdom,448,448
15113,3609.33,United Kingdom,449,449
16242,3603.21,United Kingdom,450,450
15484,3594.31,United Kingdom,451,451
14132,3586.03,United Kingdom,452,452
17203,3563.85,United Kingdom,453,453
17491,3558.87,United Kingdom,454,454
15544,3546.71,United Kingdom,455,455
12370,3545.69,Cyprus,456,456
14503,3543.26,United Kingdom,457,457
13448,3539.37,United Kingdom,458,458
13334,3536.82,United Kingdom,459,459
12454,3528.34,Spain,460,460
17160,3518.03,United Kingdom,461,461
13953,3515.68,United Kingdom,462,462
16360,3512.53,United Kingdom,463,463
14395,3507.71,United Kingdom,464,464
16131,3506.54,United Kingdom,465,465
14907,3501.1,United Kingdom,466,466
16458,3482.74,United Kingdom,467,467
13993,3466.36,United Kingdom,468,468
13014,3466.28,United Kingdom,469,469
17758,3456.7,United Kingdom,470,470
15410,3450.84,United Kingdom,471,471
13536,3448.29,United Kingdom,472,472
15129,3447.4,United Kingdom,473,473
15974,3442.15,United Kingdom,474,474
17725,3439.08,United Kingdom,475,475
15676,3435.76,United Kingdom,476,476
14221,3432.8,United Kingdom,477,477
12406,3415.3,Denmark,478,478
15981,3408.48,United Kingdom,479,479
13437,3408.06,United Kingdom,480,480
17669,3406.72,United Kingdom,481,481
13198,3401.24,United Kingdom,482,482
15228,3386.71,United Kingdom,483,483
13842,3385.62,United Kingdom,484,484
15708,3364.24,United Kingdom,485,485
16011,3362.71,United Kingdom,486,486
14227,3350.96,United Kingdom,487,487
16818,3349.57,United Kingdom,488,488
16607,3347.71,United Kingdom,489,489
17183,3347.31,United Kingdom,490,490
13015,3346.28,United Kingdom,491,491
12643,3344.64,France,492,492
12613,3344.38,Germany,493,493
12594,3338.22,Italy,494,494
16556,3313.79,United Kingdom,495,495
13373,3312.25,United Kingdom,496,496
14841,3295.76,United Kingdom,497,497
14702,3292.14,United Kingdom,498,498
15632,3285.31,United Kingdom,499,499
12480,3281.63,Germany,500,500
15764,3279.97,United Kingdom,501,501
17723,3276.4,United Kingdom,502,502
13952,3251.07,United Kingdom,503,503
13047,3237.54,United Kingdom,504,504
15443,3236.91,United Kingdom,505,505
17050,3228.84,United Kingdom,506,506
14175,3222.3,United Kingdom,507,507
13880,3219.77,United Kingdom,508,508
13268,3214.69,United Kingdom,509,509
14388,3212.84,United Kingdom,510,510
16107,3204.16,United Kingdom,511,511
17220,3198.25,United Kingdom,512,512
13868,3192.54,United Kingdom,513,513
17685,3191.53,United Kingdom,514,514
13758,3190.55,United Kingdom,515,515
14844,3189.81,United Kingdom,516,516
12456,3181.04,Switzerland,517,517
17672,3178.17,United Kingdom,518,518
17231,3174.32,United Kingdom,519,519
16837,3170.98,United Kingdom,520,520
16041,3166.4,United Kingdom,521,521
15861,3165.36,United Kingdom,522,522
17863,3160.0,United Kingdom,523,523
15065,3158.13,United Kingdom,524,524
14235,3144.86,United Kingdom,525,525
13742,3131.02,United Kingdom,526,526
16156,3122.04,United Kingdom,527,527
13685,3119.44,United Kingdom,528,528
16326,3110.96,United Kingdom,529,529
16678,3109.99,United Kingdom,530,530
13869,3104.95,United Kingdom,531,531
14099,3104.17,United Kingdom,532,532
16905,3102.43,United Kingdom,533,533
15491,3100.09,United Kingdom,534,534
14257,3099.72,United Kingdom,535,535
14565,3099.12,United Kingdom,536,536
13135,3096.0,United Kingdom,537,537
17059,3095.04,United Kingdom,538,538
13362,3090.74,United Kingdom,539,539
15998,3089.97,United Kingdom,540,540
16218,3084.68,United Kingdom,541,541
18272,3078.58,United Kingdom,542,542
12910,3075.04,United Kingdom,543,543
13631,3070.42,United Kingdom,544,544
16686,3062.83,United Kingdom,545,545
14456,3062.4,United Kingdom,546,546
17799,3055.93,United Kingdom,547,547
16940,3049.88,United Kingdom,548,548
16393,3046.21,United Kingdom,549,549
16709,3029.87,United Kingdom,550,550
12598,3023.08,France,551,551
12395,3018.63,Belgium,552,552
18094,3017.3,United Kingdom,553,553
12754,3010.74,Japan,554,554
12916,3006.15,United Kingdom,555,555
15521,3000.2,United Kingdom,556,556
17659,2999.46,United Kingdom,557,557
17504,2997.03,United Kingdom,558,558
12670,2996.05,France,559,559
14307,2995.72,United Kingdom,560,560
15687,2993.1,United Kingdom,561,561
14639,2984.49,United Kingdom,562,562
13451,2976.15,United Kingdom,563,563
14032,2975.59,United Kingdom,564,564
15854,2974.65,United Kingdom,565,565
16497,2965.69,United Kingdom,566,566
17924,2962.5,United Kingdom,567,567
14868,2953.59,United Kingdom,568,568
17084,2949.75,United Kingdom,569,569
17444,2940.04,Canada,570,570
16316,2938.91,United Kingdom,571,571
14530,2925.91,United Kingdom,572,572
17512,2924.99,United Kingdom,573,573
15606,2920.16,United Kingdom,574,574
12906,2919.81,United Kingdom,575,575
14112,2915.15,United Kingdom,576,576
12438,2906.85,Norway,577,577
17644,2895.64,United Kingdom,578,578
18144,2888.75,United Kingdom,579,579
12408,2888.55,Belgium,580,580
13735,2885.24,United Kingdom,581,581
16633,2883.1,United Kingdom,582,582
15673,2881.02,United Kingdom,583,583
14251,2879.7,United Kingdom,584,584
17728,2876.01,United Kingdom,585,585
14005,2874.72,United Kingdom,586,586
15628,2870.24,United Kingdom,587,587
14711,2868.8,United Kingdom,588,588
13901,2867.2,United Kingdom,589,589
14535,2864.19,United Kingdom,590,590
12685,2863.08,France,591,591
18145,2861.55,United Kingdom,592,592
16928,2847.6,United Kingdom,593,593
15984,2837.67,United Kingdom,594,594
14852,2836.69,United Kingdom,595,595
14572,2832.84,United Kingdom,596,596
17596,2827.93,United Kingdom,597,597
14842,2824.69,United Kingdom,598,598
13174,2817.03,United Kingdom,599,599
16871,2812.34,United Kingdom,600,600
12356,2811.43,Portugal,601,601
14903,2810.63,United Kingdom,602,602
18230,2810.2,United Kingdom,603,603
13230,2806.97,United Kingdom,604,604
16081,2806.9,United Kingdom,605,605
16764,2799.25,United Kingdom,606,606
15993,2797.57,United Kingdom,607,607
13769,2796.51,United Kingdom,608,608
12578,2794.51,Italy,609,609
12758,2791.59,Portugal,610,610
17739,2791.35,United Kingdom,611,611
14626,2791.27,United Kingdom,612,612
17213,2781.23,United Kingdom,613,613
12388,2780.66,Australia,614,614
14121,2780.15,United Kingdom,615,615
17838,2779.3,United Kingdom,616,616
13870,2770.94,United Kingdom,617,617
15356,2766.5,United Kingdom,618,618
15114,2760.56,United Kingdom,619,619
14854,2759.83,United Kingdom,620,620
13971,2758.26,United Kingdom,621,621
15321,2748.31,United Kingdom,622,622
12669,2744.03,France,623,623
14808,2741.17,United Kingdom,624,624
14125,2740.43,United Kingdom,625,625
15696,2736.46,United Kingdom,626,626
16938,2736.38,United Kingdom,627,627
16003,2735.37,United Kingdom,628,628
12840,2726.77,United Kingdom,629,629
12380,2724.81,Belgium,630,630
12708,2712.91,Germany,631,631
15796,2711.56,United Kingdom,632,632
17069,2709.7,United Kingdom,633,633
13285,2709.12,United Kingdom,634,634
13654,2707.33,United Kingdom,635,635
14107,2703.23,United Kingdom,636,636
14732,2702.49,United Kingdom,637,637
18097,2697.8,United Kingdom,638,638
17386,2686.42,United Kingdom,639,639
12625,2683.82,Germany,640,640
17346,2676.56,United Kingdom,641,641
13883,2674.48,United Kingdom,642,642
14713,2666.36,United Kingdom,643,643
12360,2662.06,Austria,644,644
14439,2661.24,Greece,645,645
15671,2657.13,United Kingdom,646,646
12721,2656.13,France,647,647
13851,2651.46,United Kingdom,648,648
16618,2647.59,United Kingdom,649,649
18260,2643.2,United Kingdom,650,650
13658,2639.17,United Kingdom,651,651
17655,2638.94,United Kingdom,652,652
15752,2637.38,United Kingdom,653,653
13804,2635.79,United Kingdom,654,654
13771,2634.45,United Kingdom,655,655
12520,2634.26,Germany,656,656
17402,2633.85,United Kingdom,657,657
18077,2633.01,United Kingdom,658,658
13422,2626.3,United Kingdom,659,659
13644,2624.26,United Kingdom,660,660
17965,2622.57,United Kingdom,661,661
18210,2621.38,United Kingdom,662,662
16255,2619.91,United Kingdom,663,663
14262,2618.23,United Kingdom,664,664
13021,2616.38,United Kingdom,665,665
15782,2614.74,United Kingdom,666,666
14397,2612.96,United Kingdom,667,667
12836,2612.86,United Kingdom,668,668
18075,2611.75,United Kingdom,669,669
12726,2609.1,France,670,670
16241,2607.87,United Kingdom,671,671
13136,2607.61,United Kingdom,672,672
14408,2606.53,United Kingdom,673,673
13983,2603.43,United Kingdom,674,674
17317,2600.34,United Kingdom,675,675
12600,2599.04,Germany,676,676
16919,2596.45,United Kingdom,677,677
13895,2593.07,United Kingdom,678,678
14243,2588.77,United Kingdom,679,679
15033,2586.67,United Kingdom,680,680
13911,2580.91,United Kingdom,681,681
14546,2578.09,United Kingdom,682,682
16912,2575.38,United Kingdom,683,683
15485,2575.0,United Kingdom,684,684
18245,2567.06,United Kingdom,685,685
16308,2560.0,United Kingdom,686,686
15572,2552.86,United Kingdom,687,687
14334,2552.21,United Kingdom,688,688
14701,2549.37,United Kingdom,689,689
14676,2548.24,United Kingdom,690,690
13344,2543.72,United Kingdom,691,691
14776,2538.3,United Kingdom,692,692
17700,2534.64,United Kingdom,693,693
13471,2531.58,United Kingdom,694,694
14659,2529.93,United Kingdom,695,695
17314,2527.92,United Kingdom,696,696
13975,2526.28,United Kingdom,697,697
17449,2520.86,United Kingdom,698,698
13394,2520.02,United Kingdom,699,699
15245,2515.84,United Kingdom,700,700
15271,2507.07,United Kingdom,701,701
12352,2506.04,Norway,702,702
13695,2504.13,United Kingdom,703,703
12517,2502.84,Germany,704,704
15932,2495.87,United Kingdom,705,705
16477,2494.46,United Kingdom,706,706
12483,2484.98,Sweden,707,707
12913,2483.63,United Kingdom,708,708
16710,2483.04,United Kingdom,709,709
14315,2481.13,United Kingdom,710,710
13507,2479.16,United Kingdom,711,711
13588,2478.95,United Kingdom,712,712
17682,2474.33,United Kingdom,713,713
17188,2474.23,United Kingdom,714,714
14766,2473.37,United Kingdom,715,715
14502,2470.67,United Kingdom,716,716
17164,2467.35,United Kingdom,717,717
12455,2466.86,Spain,718,718
15750,2465.48,United Kingdom,719,719
17131,2463.17,United Kingdom,720,720
13784,2462.79,United Kingdom,721,721
15674,2446.6,United Kingdom,722,722
14163,2445.91,United Kingdom,723,723
15527,2429.78,United Kingdom,724,724
17071,2429.03,United Kingdom,725,725
13949,2427.32,United Kingdom,726,726
16143,2424.94,United Kingdom,727,727
17722,2424.04,United Kingdom,728,728
15089,2420.84,United Kingdom,729,729
15373,2415.91,United Kingdom,730,730
12397,2409.9,Belgium,731,731
17589,2404.17,United Kingdom,732,732
15980,2398.86,United Kingdom,733,733
18065,2392.83,United Kingdom,734,734
13141,2388.75,United Kingdom,735,735
15370,2386.05,United Kingdom,736,736
17530,2385.0,United Kingdom,737,737
14493,2383.24,United Kingdom,738,738
14554,2381.04,United Kingdom,739,739
14239,2380.85,United Kingdom,740,740
15270,2379.49,United Kingdom,741,741
13722,2375.41,United Kingdom,742,742
17434,2373.82,United Kingdom,743,743
14930,2372.86,Channel Islands,744,744
13908,2369.55,United Kingdom,745,745
15755,2364.25,United Kingdom,746,746
12457,2363.23,Switzerland,747,747
17634,2361.97,United Kingdom,748,748
14030,2360.09,United Kingdom,749,749
14440,2357.68,United Kingdom,750,750
15140,2354.25,United Kingdom,751,751
14309,2352.53,United Kingdom,752,752
12704,2340.84,Finland,753,753
